SUB ESTAÇÃO;PEDREIRA;SALA DE COMANDO CARRIER 48000BTUs - 01PE
SUB ESTAÇÃO;PEDREIRA;SALA DE COMANDO CARRIER 36000BTUs - 02PE
SUB ESTAÇÃO;PEDREIRA;SALA DINAMO CARRIER 36000BTUs - 03PE
SUB ESTAÇÃO;JURUNAS;SALA DE COMANDO CARRIER 60000BTUs - 01JU
SUB ESTAÇÃO;JURUNAS;SALA DINAMO AGRATTO 9000BTUs - 02JU
SUB ESTAÇÃO;UTINGA;SALA DE DISTRIBUIÇÃO CARRIER 60000BTUs - 01UT
SUB ESTAÇÃO;UTINGA;SALA DE TRANSMISSÃO CARRIER 60000BTUs - 02UT
SUB ESTAÇÃO;UTINGA;(BASE INTEGRADA) CARRIER 36000BTUs - 03UT
SUB ESTAÇÃO;CREMAÇÃO;SALA DE COMANDO CARRIER 48000BTUs - 01CR
SUB ESTAÇÃO;ANANIDEUA;SALA DE COMANDO ELETROLUX 30000BTUs - 01AN
SUB ESTAÇÃO;AUGUSTO MONTENEGRO;SALA DE COMANDO SANSUNG 36000BTUs - 01AM
SUB ESTAÇÃO;OUTEIRO;SALA DE COMANDO MIDEA 36000BTUs - 01OU
SUB ESTAÇÃO;CURIÓ;SALA DE COMANDO MIDEA 22000BTUs - 01CR
SUB ESTAÇÃO;CURIÓ;SALA DE COMANDO MIDEA 22000BTUs - 02CR
SUB ESTAÇÃO;MIRAMAR;SALA DE COMANDO  12000BTUs - 01MI
SUB ESTAÇÃO;MIRAMAR;SALA DE COMANDO MIDEA 12000BTUs - 02MI
SUB ESTAÇÃO;MARITUBA;SALA DE COMANDO  22000BTUs - 01MA
SUB ESTAÇÃO;MARITUBA;SALA DE COMANDO MIDEA 22000BTUs - 02MA
SUB ESTAÇÃO;COQUEIRO;SALA DE COMANDO CARRIER 60000BTUs - 01CO
SUB ESTAÇÃO;COQUEIRO;SALA DE COMANDO CARRIER 60000BTUs - 02CO
